member_id,amount_due,due_date,payment_date,is_paid,fine_amount
205,199.88,2024-11-29,2024-12-29,True,0.0
205,133.78,2024-09-29,2024-10-27,True,0.0
205,77.49,2024-09-27,,False,47.71
206,171.58,2024-10-23,,False,34.56
206,62.69,2024-05-01,2024-05-07,True,0.0
206,63.57,2024-03-10,2024-04-09,True,0.0
206,102.69,2024-05-11,2024-06-09,True,0.0
206,163.77,2024-12-01,,False,32.0
207,188.89,2024-03-12,,False,49.96
207,196.36,2024-09-17,2024-10-09,True,0.0
207,134.58,2024-12-06,2024-12-12,True,0.0
208,127.06,2024-09-09,2024-09-28,True,0.0
208,73.15,2024-03-12,2024-03-21,True,0.0
208,72.71,2024-03-12,2024-03-25,True,0.0
208,163.63,2024-11-05,2024-11-26,True,0.0
209,84.16,2024-04-19,,False,44.27
209,153.59,2024-10-11,2024-11-09,True,0.0
210,165.57,2024-07-06,2024-07-22,True,0.0
210,71.14,2024-05-05,,False,27.69
210,193.97,2024-02-25,,False,14.74
211,148.36,2024-07-09,,False,14.55
211,81.28,2024-07-19,2024-08-10,True,0.0
211,145.28,2023-12-13,2023-12-20,True,0.0
212,163.27,2024-02-21,,False,36.52
212,131.77,2024-08-04,2024-08-11,True,0.0
213,106.59,2024-07-11,2024-07-25,True,0.0
213,129.34,2024-11-29,2024-12-29,True,0.0
214,66.41,2024-10-04,2024-10-18,True,0.0
214,167.04,2024-10-29,,False,26.13
214,149.71,2024-11-27,2024-11-28,True,0.0
215,186.88,2024-01-25,,False,19.18
215,134.82,2024-08-12,,False,6.18
215,133.28,2024-11-27,,False,22.25
216,143.5,2024-11-17,2024-12-08,True,0.0
216,130.96,2024-07-06,,False,42.09
216,116.53,2024-04-04,2024-05-03,True,0.0
217,162.02,2024-04-20,2024-05-14,True,0.0
217,109.37,2024-06-14,,False,15.61
218,92.47,2024-08-21,,False,13.68
218,65.84,2024-08-10,,False,33.6
219,123.3,2024-05-17,2024-05-22,True,0.0
219,122.39,2024-08-03,2024-08-05,True,0.0
219,102.7,2024-09-22,,False,21.27
219,157.4,2024-03-10,,False,40.94
220,105.1,2024-05-23,2024-05-27,True,0.0
220,144.38,2024-07-01,,False,44.82
220,182.88,2024-10-14,2024-10-15,True,0.0
221,195.81,2024-07-02,2024-07-21,True,0.0
221,185.82,2024-10-09,2024-10-24,True,0.0
222,158.46,2024-04-09,2024-04-10,True,0.0
222,193.92,2024-07-09,2024-08-03,True,0.0
222,172.88,2024-01-23,,False,23.58
223,159.75,2024-04-06,2024-04-08,True,0.0
223,163.0,2024-08-16,2024-09-08,True,0.0
223,155.32,2024-05-30,2024-06-15,True,0.0
223,161.67,2023-12-21,,False,32.94
223,147.11,2024-04-27,2024-04-29,True,0.0
224,155.63,2024-10-31,,False,26.38
224,176.04,2024-09-13,,False,32.01
225,68.15,2024-08-15,2024-08-19,True,0.0
225,122.23,2024-06-08,2024-06-12,True,0.0
225,104.85,2024-11-11,2024-11-19,True,0.0
225,160.23,2024-04-01,2024-04-22,True,0.0
225,175.36,2024-02-05,2024-02-18,True,0.0
226,194.43,2024-05-16,,False,45.5
226,88.18,2024-01-14,,False,32.61
226,100.83,2024-02-07,,False,5.6
226,108.2,2024-03-16,2024-04-14,True,0.0
227,177.97,2024-01-15,,False,46.65
227,119.66,2024-03-06,2024-03-14,True,0.0
227,165.61,2024-05-27,2024-06-04,True,0.0
227,191.69,2024-01-29,2024-02-07,True,0.0
227,108.36,2024-02-18,2024-02-24,True,0.0
228,197.79,2024-09-23,,False,24.77
228,110.87,2023-12-08,2023-12-21,True,0.0
228,91.47,2024-05-25,2024-05-26,True,0.0
228,168.85,2024-06-16,2024-06-23,True,0.0
229,186.75,2024-10-26,,False,42.53
229,123.64,2024-03-06,,False,7.16
229,104.77,2024-06-21,,False,17.84
229,146.02,2024-04-18,,False,13.5
229,193.21,2024-01-04,2024-01-20,True,0.0
230,147.94,2024-09-27,2024-10-04,True,0.0
230,137.43,2024-11-23,2024-11-24,True,0.0
230,62.61,2024-10-11,2024-10-29,True,0.0
231,123.26,2024-03-27,2024-04-26,True,0.0
232,196.36,2024-08-03,,False,19.27
232,62.55,2024-10-18,,False,6.77
233,87.18,2024-07-01,2024-07-25,True,0.0
233,52.37,2024-09-02,,False,7.4
233,198.47,2024-11-17,2024-11-24,True,0.0
234,189.08,2024-04-25,,False,9.63
234,108.44,2024-05-13,,False,42.58
234,90.59,2024-07-06,2024-07-31,True,0.0
234,195.55,2024-05-08,2024-05-21,True,0.0
234,180.69,2024-02-13,,False,25.03
235,151.75,2023-12-18,2024-01-13,True,0.0
235,63.69,2024-05-23,,False,16.69
235,195.08,2024-10-19,2024-10-24,True,0.0
235,101.9,2024-03-30,,False,14.19
236,174.48,2024-10-08,,False,37.75
237,120.97,2024-11-26,,False,43.6
238,63.84,2024-03-15,,False,26.07
238,170.04,2023-12-15,2024-01-02,True,0.0
238,106.32,2024-05-23,,False,10.6
239,84.64,2024-09-14,,False,15.51
239,191.81,2024-03-12,2024-04-09,True,0.0
239,79.72,2024-05-09,,False,23.8
239,105.54,2024-06-17,2024-07-11,True,0.0
239,90.2,2024-04-17,2024-05-13,True,0.0
240,77.29,2024-08-16,2024-09-05,True,0.0
240,67.87,2024-08-25,2024-09-09,True,0.0
240,134.02,2024-01-14,,False,33.8
240,128.89,2024-02-27,,False,9.84
241,119.46,2023-12-31,,False,8.57
241,185.17,2024-04-05,2024-04-08,True,0.0
242,151.57,2024-10-13,2024-10-23,True,0.0
243,140.76,2024-10-07,,False,21.12
244,162.17,2024-03-08,,False,27.72
244,73.66,2024-07-01,,False,47.07
245,50.78,2024-06-12,2024-06-20,True,0.0
246,125.06,2024-11-22,2024-12-03,True,0.0
247,100.6,2024-10-21,,False,14.86
248,132.67,2024-10-08,2024-10-15,True,0.0
248,157.95,2023-12-28,,False,46.08
248,83.01,2024-06-03,2024-06-23,True,0.0
248,179.59,2024-09-12,2024-09-28,True,0.0
249,194.9,2024-06-03,2024-06-21,True,0.0
249,131.72,2024-03-25,,False,37.44
249,198.02,2024-08-18,2024-09-14,True,0.0
250,195.98,2023-12-23,,False,23.85
250,108.04,2024-01-09,,False,16.58
250,86.81,2024-08-04,2024-08-07,True,0.0
250,52.46,2024-01-15,,False,41.1
250,57.21,2024-06-12,,False,31.88
251,179.72,2024-09-14,,False,45.96
252,143.49,2023-12-18,,False,7.95
252,114.31,2023-12-12,,False,31.33
253,71.94,2024-07-09,2024-07-18,True,0.0
253,94.71,2024-01-17,2024-01-29,True,0.0
254,192.56,2024-10-27,2024-11-22,True,0.0
255,72.81,2024-04-28,,False,7.33
255,167.95,2024-03-24,,False,34.62
255,161.05,2024-10-14,,False,41.19
256,182.0,2024-01-26,,False,13.94
257,55.86,2024-10-09,2024-11-02,True,0.0
257,165.17,2024-10-26,,False,14.9
257,53.06,2024-09-18,,False,26.83
257,135.95,2024-03-15,2024-04-10,True,0.0
257,61.53,2024-01-17,,False,34.56
258,89.94,2024-01-19,2024-02-07,True,0.0
258,62.45,2024-10-07,,False,10.88
258,129.04,2024-08-06,,False,13.34
258,196.92,2024-02-17,,False,45.23
259,65.43,2024-07-24,,False,28.34
259,123.37,2024-08-04,,False,48.08
259,182.07,2024-07-21,2024-08-04,True,0.0
259,140.82,2024-05-05,2024-06-04,True,0.0
260,140.46,2024-08-29,,False,32.13
260,173.26,2024-04-19,2024-05-04,True,0.0
260,180.31,2024-11-17,2024-12-16,True,0.0
261,115.04,2024-02-21,,False,26.34
261,159.27,2024-08-21,,False,25.63
262,145.4,2024-01-25,,False,46.9
262,137.62,2024-10-02,2024-10-29,True,0.0
263,191.99,2024-07-27,,False,12.36
263,65.92,2024-11-21,,False,47.72
263,189.55,2023-12-26,2024-01-11,True,0.0
263,99.77,2024-09-20,2024-10-17,True,0.0
264,55.71,2023-12-29,2024-01-03,True,0.0
264,59.84,2024-06-02,2024-07-01,True,0.0
265,79.68,2024-06-18,2024-06-22,True,0.0
265,73.32,2024-07-16,,False,7.27
265,139.47,2023-12-26,,False,32.62
265,83.55,2024-09-19,,False,22.75
266,158.07,2023-12-22,2024-01-13,True,0.0
266,73.8,2023-12-31,2024-01-11,True,0.0
266,99.42,2024-07-04,2024-07-07,True,0.0
266,141.06,2024-02-07,,False,43.37
267,137.11,2024-05-06,2024-06-01,True,0.0
267,103.32,2023-12-14,2023-12-30,True,0.0
268,161.47,2024-05-04,2024-05-07,True,0.0
268,98.63,2024-07-12,,False,8.08
268,109.55,2024-06-04,2024-06-24,True,0.0
269,191.12,2024-05-27,,False,16.71
269,102.31,2024-07-18,2024-07-31,True,0.0
269,81.08,2024-02-13,2024-03-02,True,0.0
269,183.71,2024-05-09,2024-05-21,True,0.0
269,133.83,2024-04-15,,False,11.39
270,141.0,2024-07-24,2024-08-15,True,0.0
271,140.43,2024-06-25,,False,19.95
271,93.87,2024-04-03,2024-04-15,True,0.0
271,51.41,2024-07-21,2024-08-07,True,0.0
271,182.66,2024-04-29,2024-05-12,True,0.0
271,161.57,2024-09-16,,False,17.27
272,124.69,2024-11-10,2024-11-18,True,0.0
272,171.68,2024-03-09,2024-03-28,True,0.0
272,119.78,2024-10-08,,False,47.71
273,129.77,2024-08-17,2024-09-03,True,0.0
273,161.65,2024-11-16,2024-11-28,True,0.0
273,147.52,2023-12-18,2024-01-07,True,0.0
273,131.49,2024-10-14,,False,7.65
273,91.93,2024-07-30,,False,9.55
274,56.01,2024-11-19,,False,44.22
275,97.27,2024-11-01,2024-11-28,True,0.0
275,59.84,2024-08-14,,False,12.16
275,105.93,2024-03-31,,False,25.28
275,110.83,2024-11-30,2024-12-26,True,0.0
276,87.72,2024-04-08,,False,28.63
276,192.47,2024-01-01,,False,32.59
277,55.64,2024-05-07,2024-06-06,True,0.0
277,145.01,2024-10-08,,False,24.76
278,65.63,2024-10-04,2024-10-08,True,0.0
278,132.44,2024-08-11,,False,35.91
278,147.81,2023-12-15,2023-12-30,True,0.0
278,156.78,2024-03-06,2024-03-14,True,0.0
278,103.04,2024-05-05,,False,6.73
279,124.58,2024-02-17,,False,25.93
279,118.41,2024-03-05,2024-04-03,True,0.0
279,159.54,2024-11-27,2024-12-25,True,0.0
279,190.78,2024-01-02,2024-01-08,True,0.0
279,106.37,2024-04-24,,False,43.02
280,188.58,2024-01-15,2024-01-27,True,0.0
280,75.03,2024-03-19,,False,46.09
280,114.51,2024-07-09,,False,28.07
281,199.96,2024-03-09,,False,22.86
281,163.81,2024-09-28,,False,16.45
281,70.75,2024-10-11,2024-10-26,True,0.0
282,182.56,2024-01-07,,False,26.76
282,199.67,2024-03-06,2024-04-03,True,0.0
282,169.09,2023-12-21,,False,9.38
282,174.89,2024-09-14,,False,36.34
283,180.98,2024-03-02,2024-03-30,True,0.0
283,164.23,2024-06-09,2024-06-25,True,0.0
284,95.23,2024-01-21,,False,26.58
284,51.81,2024-08-25,2024-09-07,True,0.0
284,106.66,2024-09-17,,False,33.11
285,94.75,2024-09-18,2024-09-28,True,0.0
285,141.24,2023-12-31,,False,21.1
286,126.44,2024-07-28,2024-08-18,True,0.0
286,124.78,2024-02-16,2024-03-02,True,0.0
286,143.9,2024-05-28,,False,25.14
286,116.42,2024-01-10,,False,32.74
286,95.2,2024-07-30,,False,30.71
287,141.17,2024-09-23,2024-10-19,True,0.0
288,62.96,2024-02-17,,False,8.5
288,152.45,2024-06-17,2024-07-13,True,0.0
289,118.41,2024-07-07,,False,5.18
290,110.38,2024-04-23,,False,9.53
290,190.39,2024-08-11,,False,45.57
290,134.88,2024-07-23,2024-07-30,True,0.0
290,100.45,2024-11-28,,False,20.43
291,127.26,2024-05-09,2024-05-17,True,0.0
291,142.32,2024-03-01,2024-03-13,True,0.0
291,96.49,2024-07-27,,False,45.3
291,157.53,2024-02-18,2024-02-28,True,0.0
291,146.36,2024-05-06,2024-05-11,True,0.0
292,55.06,2024-07-23,2024-08-10,True,0.0
292,181.95,2024-01-09,,False,21.4
293,199.62,2024-10-25,2024-10-29,True,0.0
293,87.91,2024-06-03,,False,27.48
294,63.54,2024-07-30,2024-08-28,True,0.0
295,165.05,2024-06-01,,False,34.8
295,98.98,2024-03-06,,False,9.77
296,141.5,2024-11-16,2024-11-20,True,0.0
296,166.31,2024-01-02,2024-01-29,True,0.0
297,115.63,2024-09-28,,False,27.81
297,54.87,2024-06-02,,False,14.61
297,63.36,2024-10-10,,False,26.93
298,74.61,2024-12-05,,False,19.33
299,95.64,2024-09-17,,False,31.0
299,189.0,2024-01-02,2024-01-11,True,0.0
299,126.04,2024-09-08,,False,20.84
300,153.26,2024-01-02,2024-01-03,True,0.0
301,51.33,2023-12-18,2023-12-20,True,0.0
301,175.24,2024-10-03,2024-10-24,True,0.0
301,195.28,2024-09-29,2024-10-09,True,0.0
302,54.14,2024-07-20,2024-07-27,True,0.0
302,193.19,2024-06-19,,False,5.95
302,73.85,2024-11-28,2024-12-25,True,0.0
302,186.77,2024-01-13,2024-02-05,True,0.0
302,150.95,2024-11-25,,False,9.62
303,187.72,2024-07-27,2024-08-16,True,0.0
303,149.08,2024-05-10,,False,15.66
303,172.56,2024-02-09,,False,25.81
304,176.99,2024-05-27,2024-06-13,True,0.0
304,66.39,2024-03-02,2024-03-25,True,0.0
305,140.23,2024-05-02,2024-05-21,True,0.0
305,110.59,2024-12-01,,False,43.42
305,58.08,2023-12-17,,False,27.3
305,101.63,2024-09-16,,False,17.6
305,81.44,2024-09-08,2024-10-05,True,0.0
306,180.58,2024-04-13,,False,29.71
306,113.43,2024-01-14,2024-02-12,True,0.0
306,112.25,2024-08-29,2024-09-03,True,0.0
306,74.7,2024-11-22,2024-11-29,True,0.0
307,92.2,2024-02-06,2024-03-07,True,0.0
307,162.34,2023-12-12,,False,14.78
307,190.37,2024-01-26,,False,48.9
308,80.17,2024-01-06,2024-01-23,True,0.0
308,123.15,2024-07-13,2024-07-14,True,0.0
308,96.51,2024-10-21,,False,13.66
308,126.19,2024-09-05,,False,31.03
308,82.99,2024-08-26,,False,32.23
309,135.05,2024-03-02,2024-03-09,True,0.0
309,139.86,2024-07-05,2024-07-06,True,0.0
309,101.22,2023-12-13,2024-01-12,True,0.0
309,78.17,2024-06-01,2024-06-19,True,0.0
309,137.26,2024-07-04,,False,18.88
310,98.95,2024-01-07,,False,18.99
310,149.73,2024-10-27,,False,17.58
311,67.43,2024-10-22,,False,33.49
311,152.21,2024-04-08,,False,9.61
311,55.61,2024-09-22,,False,25.92
311,84.78,2024-08-03,,False,15.2
311,77.7,2024-01-13,,False,15.22
312,166.4,2024-12-05,,False,6.32
313,62.19,2024-11-25,2024-12-06,True,0.0
313,73.82,2024-12-06,2024-12-14,True,0.0
313,73.43,2024-01-31,,False,8.88
313,140.55,2024-07-09,,False,35.1
313,132.93,2024-07-15,2024-07-27,True,0.0
314,185.92,2024-07-18,,False,40.69
314,69.4,2024-02-01,,False,41.39
314,148.23,2024-11-14,,False,23.59
315,116.09,2024-11-05,,False,6.66
315,197.4,2024-04-20,,False,21.76
315,94.61,2024-06-23,,False,24.47
315,118.97,2024-06-17,,False,27.26
316,146.77,2024-11-12,2024-12-06,True,0.0
316,158.21,2024-03-10,2024-04-09,True,0.0
316,95.71,2024-09-06,,False,42.54
317,185.67,2024-11-12,,False,10.16
318,76.96,2024-09-07,2024-09-19,True,0.0
318,155.27,2024-10-29,,False,11.45
318,119.0,2024-10-19,,False,43.85
319,51.74,2024-06-08,,False,11.4
320,128.69,2024-09-30,2024-10-11,True,0.0
321,163.65,2024-01-15,2024-02-13,True,0.0
321,111.64,2024-05-28,2024-06-26,True,0.0
321,186.69,2024-07-08,2024-07-27,True,0.0
321,140.33,2024-09-04,,False,21.44
322,157.38,2024-03-10,2024-04-04,True,0.0
322,181.23,2024-07-23,2024-08-17,True,0.0
322,83.52,2024-01-14,2024-02-06,True,0.0
322,164.44,2024-06-20,,False,19.0
323,178.2,2023-12-08,2023-12-30,True,0.0
323,104.84,2024-01-19,2024-02-08,True,0.0
323,91.26,2024-03-03,,False,36.04
324,160.34,2024-06-09,,False,18.97
324,183.55,2024-09-03,2024-09-20,True,0.0
324,187.75,2024-05-23,,False,27.54
325,105.39,2024-05-26,,False,21.15
325,183.55,2024-06-19,,False,24.29
325,186.56,2024-04-04,,False,17.65
325,52.75,2024-10-27,2024-11-14,True,0.0
326,196.72,2024-09-17,,False,23.28
326,155.64,2024-04-12,2024-05-10,True,0.0
326,82.46,2024-08-11,2024-08-18,True,0.0
327,157.39,2024-11-27,2024-12-01,True,0.0
327,185.09,2024-05-26,,False,38.23
327,164.65,2023-12-16,,False,35.89
327,185.97,2024-09-20,2024-10-12,True,0.0
327,125.81,2023-12-20,2023-12-26,True,0.0
328,129.17,2024-06-23,,False,44.5
328,149.44,2024-04-09,2024-04-25,True,0.0
328,100.63,2024-04-28,2024-05-04,True,0.0
328,174.75,2024-04-26,,False,15.95
329,61.99,2024-05-21,,False,26.94
329,184.12,2024-11-28,2024-12-21,True,0.0
330,199.96,2024-07-31,,False,45.23
330,120.38,2024-07-17,2024-08-12,True,0.0
330,180.49,2023-12-16,2024-01-13,True,0.0
330,123.74,2024-11-07,,False,34.9
330,120.73,2024-05-22,,False,23.3
331,152.72,2024-03-31,,False,19.31
331,135.79,2024-09-22,2024-10-13,True,0.0
331,144.4,2024-05-10,2024-06-03,True,0.0
331,179.19,2024-01-01,,False,22.33
332,177.17,2024-06-06,,False,25.63
332,112.31,2024-04-15,2024-04-22,True,0.0
332,56.51,2024-02-14,,False,35.07
333,123.09,2024-11-02,2024-11-06,True,0.0
334,199.96,2024-07-05,2024-07-29,True,0.0
334,193.17,2024-05-18,2024-06-12,True,0.0
334,105.07,2024-01-22,2024-01-23,True,0.0
334,76.08,2024-06-02,2024-06-24,True,0.0
334,98.06,2024-03-08,,False,5.42
335,75.96,2024-02-05,,False,40.0
335,72.57,2024-11-29,2024-12-07,True,0.0
335,196.37,2024-09-28,,False,20.8
336,66.01,2024-04-26,,False,48.56
336,56.95,2024-02-05,2024-03-04,True,0.0
336,130.73,2024-10-29,2024-11-04,True,0.0
336,168.17,2024-06-06,,False,16.7
337,182.29,2024-05-05,,False,19.32
338,158.16,2024-01-31,,False,13.91
338,54.53,2024-07-10,,False,19.98
338,196.9,2024-04-30,,False,23.66
339,181.06,2024-02-16,,False,37.05
339,163.4,2024-09-24,,False,29.96
340,83.16,2024-10-10,,False,24.88
340,80.36,2024-06-07,2024-06-17,True,0.0
341,64.78,2024-11-08,,False,43.93
342,64.65,2024-07-31,,False,22.44
342,193.19,2024-06-15,,False,43.78
342,106.01,2024-01-21,2024-02-05,True,0.0
342,104.51,2024-02-21,2024-03-06,True,0.0
343,104.08,2024-08-01,,False,28.04
343,164.27,2024-06-03,,False,30.34
344,64.69,2024-11-21,2024-11-26,True,0.0
344,132.05,2024-04-05,2024-04-23,True,0.0
344,191.09,2024-06-14,,False,44.78
344,156.12,2024-03-31,,False,28.17
344,199.95,2023-12-22,,False,32.21
345,111.48,2024-06-22,,False,46.14
345,175.71,2024-02-25,2024-03-26,True,0.0
346,161.56,2024-04-04,,False,13.84
346,145.37,2024-08-28,,False,17.22
347,68.41,2024-02-11,,False,38.53
347,90.16,2024-02-17,2024-02-18,True,0.0
347,74.68,2024-09-25,,False,32.04
347,132.96,2024-03-27,,False,31.01
348,118.57,2024-02-27,2024-03-11,True,0.0
348,115.88,2024-12-02,,False,5.66
348,114.76,2024-04-06,2024-05-03,True,0.0
348,192.95,2024-07-04,2024-07-08,True,0.0
348,123.71,2024-09-03,,False,30.16
349,133.49,2023-12-20,,False,37.88
349,76.51,2024-07-06,,False,36.07
349,142.23,2024-01-21,,False,24.43
350,145.68,2024-02-01,,False,22.81
351,123.73,2024-11-19,,False,18.67
351,71.86,2024-03-19,,False,31.81
351,108.85,2024-02-18,2024-03-08,True,0.0
351,193.23,2024-09-01,2024-09-12,True,0.0
351,63.11,2023-12-16,2023-12-22,True,0.0
352,142.47,2024-07-10,2024-07-13,True,0.0
352,106.31,2024-02-08,2024-02-26,True,0.0
352,162.43,2024-08-20,,False,11.11
353,126.5,2024-09-10,2024-09-27,True,0.0
353,67.02,2024-04-20,,False,20.05
353,164.97,2024-09-10,2024-09-17,True,0.0
353,124.15,2024-04-03,,False,17.86
353,55.67,2024-05-14,,False,33.87
354,85.4,2024-10-08,,False,7.5
354,67.28,2024-06-28,2024-07-28,True,0.0
355,177.91,2024-09-04,,False,35.82
355,132.78,2024-02-14,2024-03-02,True,0.0
355,155.73,2024-11-01,,False,20.93
355,182.18,2024-09-20,,False,15.73
355,157.19,2024-05-28,2024-06-11,True,0.0
356,161.0,2024-11-27,2024-11-30,True,0.0
356,132.34,2024-01-24,,False,18.81
356,192.08,2024-01-20,,False,40.38
357,194.58,2024-07-06,,False,45.84
357,156.02,2024-01-20,2024-01-28,True,0.0
357,141.71,2024-03-10,2024-03-21,True,0.0
358,190.1,2024-06-09,,False,26.8
359,179.5,2024-04-18,,False,28.51
359,125.03,2024-04-23,2024-05-03,True,0.0
360,179.07,2024-06-03,,False,26.99
360,93.33,2024-04-21,,False,27.19
360,55.21,2024-07-19,2024-07-31,True,0.0
361,150.79,2024-06-19,,False,17.83
361,187.45,2024-04-08,,False,49.64
361,104.98,2024-07-30,2024-08-28,True,0.0
362,71.0,2024-01-06,,False,33.14
362,102.47,2024-09-20,,False,10.46
362,117.06,2024-03-24,2024-04-05,True,0.0
363,167.8,2024-05-14,,False,47.62
363,106.04,2023-12-15,2024-01-01,True,0.0
364,64.7,2024-09-16,,False,45.71
365,190.85,2024-04-18,2024-05-05,True,0.0
366,150.84,2024-01-24,,False,22.68
366,112.99,2024-02-02,2024-02-09,True,0.0
366,182.03,2024-01-25,,False,34.74
366,57.29,2024-08-14,2024-08-17,True,0.0
367,174.51,2024-11-26,,False,22.74
367,113.65,2024-04-30,,False,40.73
367,74.2,2024-05-17,,False,30.7
368,121.37,2024-03-24,2024-04-11,True,0.0
368,156.06,2024-07-17,,False,18.19
368,80.57,2024-08-27,2024-09-25,True,0.0
368,59.97,2023-12-13,2023-12-24,True,0.0
368,155.57,2023-12-20,,False,33.41
369,91.42,2024-04-01,,False,10.57
369,64.75,2024-08-09,,False,26.79
369,106.11,2024-01-25,,False,5.15
369,109.23,2024-06-08,,False,39.15
370,89.54,2024-11-25,,False,30.41
371,197.02,2023-12-22,,False,35.71
372,157.96,2023-12-23,,False,15.73
372,128.7,2024-01-21,2024-02-05,True,0.0
372,93.28,2024-02-23,,False,23.81
373,118.27,2024-03-17,,False,28.15
373,154.8,2024-01-14,,False,31.13
373,51.27,2024-08-17,2024-09-14,True,0.0
373,153.78,2024-04-04,,False,9.35
373,133.13,2024-01-08,,False,36.89
374,179.68,2024-07-25,,False,25.42
374,162.5,2024-04-19,,False,33.3
374,50.76,2024-10-17,,False,5.15
375,57.5,2024-02-20,2024-03-17,True,0.0
375,71.2,2024-07-17,,False,24.88
375,53.46,2024-10-19,2024-10-22,True,0.0
375,61.82,2024-07-05,,False,39.43
375,118.1,2024-05-04,2024-05-23,True,0.0
376,148.56,2024-03-18,2024-03-27,True,0.0
377,154.1,2024-02-28,2024-03-13,True,0.0
378,155.86,2024-05-27,,False,42.4
378,179.94,2024-06-21,2024-07-03,True,0.0
379,66.96,2024-10-03,,False,37.2
380,59.27,2024-01-08,,False,37.99
380,138.01,2023-12-20,,False,34.6
380,52.29,2024-06-24,2024-07-08,True,0.0
380,115.63,2024-02-15,2024-03-11,True,0.0
381,173.64,2024-12-01,,False,25.33
381,57.75,2024-09-16,,False,24.86
382,113.45,2024-08-06,,False,6.96
383,192.28,2024-10-22,2024-11-11,True,0.0
383,130.6,2024-01-18,2024-02-13,True,0.0
383,71.98,2024-06-24,,False,41.91
384,169.48,2024-11-13,2024-12-05,True,0.0
384,161.97,2024-12-07,,False,49.77
384,54.34,2024-08-26,2024-08-29,True,0.0
384,186.72,2024-07-16,2024-07-30,True,0.0
385,153.03,2024-05-16,2024-05-19,True,0.0
385,141.04,2024-10-28,,False,25.11
386,160.48,2023-12-19,2024-01-07,True,0.0
386,109.89,2024-05-26,,False,14.04
386,193.23,2024-08-01,,False,35.26
386,110.5,2024-01-29,2024-02-18,True,0.0
386,68.0,2024-07-27,2024-08-13,True,0.0
387,160.4,2024-08-02,,False,26.78
388,169.6,2024-03-02,2024-03-13,True,0.0
388,104.43,2024-06-05,,False,14.74
388,152.59,2024-05-16,2024-05-30,True,0.0
388,109.07,2024-11-01,2024-12-01,True,0.0
388,140.76,2024-08-30,,False,6.08
389,70.99,2024-05-19,2024-06-09,True,0.0
389,55.96,2024-08-28,2024-09-06,True,0.0
389,185.03,2024-11-20,2024-12-09,True,0.0
389,154.3,2024-11-01,2024-11-25,True,0.0
389,158.12,2024-08-14,,False,22.34
390,52.46,2024-04-05,,False,8.79
390,160.09,2024-06-04,,False,21.07
390,72.54,2024-09-03,,False,11.58
391,176.59,2024-02-22,2024-03-18,True,0.0
391,150.51,2024-06-13,,False,18.16
392,84.58,2024-03-01,,False,16.8
392,169.09,2024-01-21,2024-02-02,True,0.0
392,54.21,2024-07-25,2024-08-08,True,0.0
392,103.04,2024-01-28,,False,25.22
392,88.43,2024-08-23,,False,11.37
393,81.49,2024-09-27,2024-10-02,True,0.0
393,196.09,2024-01-03,2024-01-22,True,0.0
394,165.8,2024-02-06,,False,29.64
394,103.16,2024-04-30,2024-05-09,True,0.0
394,192.79,2024-07-19,,False,32.1
394,159.05,2024-10-07,,False,43.05
395,128.08,2024-07-23,,False,35.59
395,120.64,2024-02-03,2024-02-28,True,0.0
396,82.09,2024-06-23,2024-07-10,True,0.0
396,187.57,2024-02-07,,False,49.76
396,194.2,2024-05-04,2024-05-12,True,0.0
396,89.82,2024-02-13,2024-02-28,True,0.0
396,71.12,2024-11-03,,False,23.92
397,182.54,2024-03-17,2024-04-11,True,0.0
397,74.31,2024-10-06,,False,12.36
397,163.23,2024-10-17,2024-11-04,True,0.0
398,70.68,2024-10-15,,False,9.28
398,75.98,2024-01-21,,False,37.59
398,59.52,2024-02-12,,False,16.07
398,184.94,2024-06-18,,False,27.93
399,194.2,2024-02-27,2024-03-23,True,0.0
399,176.5,2023-12-21,2023-12-23,True,0.0
399,64.62,2024-08-31,2024-09-20,True,0.0
399,154.13,2024-03-16,2024-04-14,True,0.0
399,94.68,2024-10-07,,False,15.97
400,110.36,2024-02-01,,False,47.8
400,156.5,2023-12-15,2024-01-13,True,0.0
400,143.38,2024-10-21,,False,33.26
400,107.05,2024-05-09,,False,21.58
400,126.1,2024-10-17,2024-11-03,True,0.0
401,139.03,2024-02-14,,False,12.18
401,98.43,2024-07-04,2024-07-24,True,0.0
401,193.31,2024-11-15,2024-11-30,True,0.0
401,160.62,2024-04-06,,False,8.24
401,103.34,2024-11-20,2024-12-20,True,0.0
402,75.28,2024-02-10,2024-03-02,True,0.0
402,192.7,2024-04-21,2024-05-13,True,0.0
403,103.57,2024-01-02,2024-01-19,True,0.0
404,89.13,2024-11-26,2024-12-15,True,0.0
404,121.63,2024-01-05,,False,47.67
404,65.97,2024-07-09,2024-07-14,True,0.0
405,102.26,2024-09-20,2024-10-18,True,0.0
405,61.4,2024-10-16,,False,47.76
406,157.57,2024-03-08,,False,32.95
406,145.2,2023-12-13,2023-12-28,True,0.0
407,88.97,2024-11-15,,False,18.71
408,167.88,2024-04-13,,False,29.14
408,187.25,2024-11-25,2024-11-27,True,0.0
408,119.33,2024-08-15,,False,47.94
409,181.22,2024-10-16,2024-11-15,True,0.0
409,171.84,2024-04-02,,False,39.54
409,108.78,2024-01-29,,False,27.98
410,87.73,2024-01-18,,False,40.93
410,128.79,2024-05-12,,False,5.56
410,94.45,2024-09-29,2024-10-04,True,0.0
